source,ex,gender,age,n_rows,dp_mean,dp_std,dp_cv,dp_min,dp_max
pfra,run,F,25-29,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,30-34,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,35-39,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,40-44,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,45-49,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,50-54,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,55-59,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,run,F,60+,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,<25,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,25-29,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,30-34,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,35-39,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,40-44,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,45-49,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,50-54,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,55-59,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,M,60+,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,<25,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,25-29,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,30-34,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,35-39,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,40-44,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,45-49,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,50-54,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,55-59,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,hamr,F,60+,21,-0.75,0.2564945880212885,-0.3419927840283847,-1.0,-0.5
pfra,pushups,M,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,M,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,pushups,F,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,M,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,hrpu,F,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,M,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
