gender,age,ex,threshold,pfra_points,cur_points,delta,off_chart
M,60+,situps,26,7.0,10.5,-3.5,False
M,60+,situps,25,6.5,10.2,-3.6999999999999993,False
M,60+,situps,24,6.0,9.8,-3.8000000000000007,False
M,60+,situps,23,5.5,9.5,-4.0,False
M,60+,situps,22,5.0,9.0,-4.0,False
M,60+,situps,21,4.5,6.8,-2.3,False
M,60+,situps,20,4.0,4.5,-0.5,False
M,60+,situps,19,3.5,2.3,1.2000000000000002,False
M,60+,situps,18,3.0,2.3,0.7000000000000002,False
M,60+,situps,17,2.5,2.3,0.20000000000000018,True
M,60+,clrc,44,15.0,15.0,0.0,False
M,60+,clrc,43,14.5,15.0,-0.5,False
M,60+,clrc,42,14.0,15.0,-1.0,False
M,60+,clrc,41,13.5,15.0,-1.5,False
M,60+,clrc,40,13.0,15.0,-2.0,False
M,60+,clrc,39,12.5,15.0,-2.5,False
M,60+,clrc,38,12.0,15.0,-3.0,False
M,60+,clrc,37,11.5,15.0,-3.5,False
M,60+,clrc,36,11.0,15.0,-4.0,False
M,60+,clrc,35,10.5,15.0,-4.5,False
M,60+,clrc,34,10.0,14.7,-4.699999999999999,False
M,60+,clrc,33,9.5,14.5,-5.0,False
M,60+,clrc,32,9.0,14.2,-5.199999999999999,False
M,60+,clrc,31,8.5,14.0,-5.5,False
M,60+,clrc,30,8.0,13.7,-5.699999999999999,False
M,60+,clrc,29,7.5,13.4,-5.9,False
M,60+,clrc,28,7.0,13.1,-6.1,False
M,60+,clrc,27,6.5,12.8,-6.300000000000001,False
M,60+,clrc,26,6.0,12.6,-6.6,False
M,60+,clrc,25,5.5,12.3,-6.800000000000001,False
M,60+,clrc,24,5.0,12.1,-7.1,False
M,60+,clrc,23,4.5,11.8,-7.300000000000001,False
M,60+,clrc,22,4.0,11.6,-7.6,False
M,60+,clrc,21,3.5,11.3,-7.800000000000001,False
M,60+,clrc,20,3.0,11.0,-8.0,False
M,60+,clrc,19,2.5,10.7,-8.2,True
M,60+,plank,180,15.0,15.0,0.0,False
M,60+,plank,175,14.5,15.0,-0.5,False
M,60+,plank,170,14.0,14.8,-0.8000000000000007,False
M,60+,plank,165,13.5,14.5,-1.0,False
M,60+,plank,160,13.0,14.2,-1.1999999999999993,False
M,60+,plank,155,12.5,13.9,-1.4000000000000004,False
M,60+,plank,150,12.0,13.5,-1.5,False
M,60+,plank,145,11.5,13.5,-2.0,False
M,60+,plank,140,11.0,12.5,-1.5,False
M,60+,plank,135,10.5,12.5,-2.0,False
M,60+,plank,130,10.0,12.5,-2.5,False
M,60+,plank,125,9.5,12.5,-3.0,False
M,60+,plank,120,9.0,12.0,-3.0,False
M,60+,plank,115,8.5,12.0,-3.5,False
M,60+,plank,110,8.0,10.5,-2.5,False
M,60+,plank,105,7.5,10.5,-3.0,False
M,60+,plank,100,7.0,10.5,-3.5,False
M,60+,plank,95,6.5,10.5,-4.0,False
M,60+,plank,90,6.0,10.5,-4.5,False
M,60+,plank,85,5.5,10.5,-5.0,False
M,60+,plank,80,5.0,9.5,-4.5,False
M,60+,plank,75,4.5,9.5,-5.0,False
M,60+,plank,70,4.0,9.5,-5.5,False
M,60+,plank,65,3.5,9.5,-6.0,False
M,60+,plank,60,3.0,8.5,-5.5,False
M,60+,plank,55,2.5,8.5,-6.0,True
F,<25,run,930,50.0,50.0,0.0,False
F,<25,run,960,49.5,48.8,0.7000000000000028,False
F,<25,run,989,49.0,46.9,2.1000000000000014,False
F,<25,run,1019,48.0,46.9,1.1000000000000014,False
F,<25,run,1049,47.0,45.6,1.3999999999999986,False
F,<25,run,1078,46.0,43.9,2.1000000000000014,False
F,<25,run,1108,45.0,42.9,2.1000000000000014,False
F,<25,run,1138,44.0,41.8,2.200000000000003,False
F,<25,run,1167,43.0,39.6,3.3999999999999986,False
F,<25,run,1197,42.0,37.5,4.5,False
F,<25,run,1227,41.0,35.5,5.5,False
F,<25,run,1256,40.0,35.5,4.5,False
F,<25,run,1286,39.0,34.0,5.0,False
F,<25,run,1315,38.5,32.5,6.0,False
F,<25,run,1345,38.0,31.0,7.0,False
F,<25,run,1375,37.5,29.5,8.0,False
F,<25,run,1404,37.0,29.5,7.5,False
F,<25,run,1434,36.5,29.5,7.0,False
F,<25,run,1464,36.0,29.5,6.5,False
F,<25,run,1493,35.5,29.5,6.0,False
F,<25,run,1523,35.0,29.5,5.5,True
F,<25,hamr,68,50.0,47.5,2.5,False
F,<25,hamr,65,49.5,46.9,2.6000000000000014,False
F,<25,hamr,61,49.0,45.6,3.3999999999999986,False
F,<25,hamr,58,48.0,45.0,3.0,False
F,<25,hamr,55,47.0,43.9,3.1000000000000014,False
F,<25,hamr,52,46.0,42.9,3.1000000000000014,False
F,<25,hamr,49,45.0,41.8,3.200000000000003,False
F,<25,hamr,46,44.0,40.7,3.299999999999997,False
F,<25,hamr,44,43.0,39.6,3.3999999999999986,False
F,<25,hamr,41,42.0,38.6,3.3999999999999986,False
F,<25,hamr,39,41.0,38.6,2.3999999999999986,False
F,<25,hamr,37,40.0,37.5,2.5,False
F,<25,hamr,35,39.0,35.5,3.5,False
F,<25,hamr,33,38.5,35.5,3.0,False
F,<25,hamr,31,38.0,34.0,4.0,False
F,<25,hamr,29,37.5,32.5,5.0,False
F,<25,hamr,28,37.0,32.5,4.5,False
F,<25,hamr,26,36.5,31.0,5.5,False
F,<25,hamr,24,36.0,29.5,6.5,False
F,<25,hamr,23,35.5,29.5,6.0,False
F,<25,hamr,21,35.0,29.5,5.5,True
F,<25,pushups,50,15.0,15.0,0.0,False
F,<25,pushups,49,14.5,15.0,-0.5,False
F,<25,pushups,47,14.0,15.0,-1.0,False
F,<25,pushups,46,13.5,14.9,-1.4000000000000004,False
F,<25,pushups,44,13.0,14.6,-1.5999999999999996,False
F,<25,pushups,43,12.5,14.4,-1.9000000000000004,False
F,<25,pushups,42,12.0,14.3,-2.3000000000000007,False
F,<25,pushups,40,11.5,14.0,-2.5,False
F,<25,pushups,39,11.0,13.8,-2.8000000000000007,False
F,<25,pushups,37,10.5,13.5,-3.0,False
F,<25,pushups,36,10.0,13.4,-3.4000000000000004,False
F,<25,pushups,35,9.5,13.2,-3.6999999999999993,False
F,<25,pushups,33,9.0,12.8,-3.8000000000000007,False
F,<25,pushups,32,8.5,12.6,-4.1,False
F,<25,pushups,30,8.0,12.3,-4.300000000000001,False
F,<25,pushups,29,7.5,12.2,-4.699999999999999,False
F,<25,pushups,28,7.0,12.0,-5.0,False
F,<25,pushups,26,6.5,11.0,-4.5,False
F,<25,pushups,25,6.0,10.8,-4.800000000000001,False
F,<25,pushups,23,5.5,9.8,-4.300000000000001,False
F,<25,pushups,22,5.0,9.5,-4.5,False
F,<25,pushups,21,4.5,9.0,-4.5,False
F,<25,pushups,19,4.0,8.3,-4.300000000000001,False
F,<25,pushups,18,3.5,7.5,-4.0,False
F,<25,pushups,16,3.0,3.0,0.0,False
F,<25,pushups,15,2.5,0.8,1.7,True
F,<25,hrpu,42,15.0,15.0,0.0,False
F,<25,hrpu,41,14.5,15.0,-0.5,False
F,<25,hrpu,40,14.0,15.0,-1.0,False
F,<25,hrpu,39,13.5,15.0,-1.5,False
F,<25,hrpu,38,13.0,15.0,-2.0,False
F,<25,hrpu,37,12.5,15.0,-2.5,False
F,<25,hrpu,36,12.0,15.0,-3.0,False
F,<25,hrpu,35,11.5,15.0,-3.5,False
F,<25,hrpu,34,11.0,15.0,-4.0,False
F,<25,hrpu,33,10.5,15.0,-4.5,False
F,<25,hrpu,32,10.0,15.0,-5.0,False
F,<25,hrpu,31,9.5,15.0,-5.5,False
F,<25,hrpu,30,9.0,14.7,-5.699999999999999,False
F,<25,hrpu,29,8.5,14.4,-5.9,False
F,<25,hrpu,28,8.0,14.1,-6.1,False
F,<25,hrpu,27,7.5,13.8,-6.300000000000001,False
F,<25,hrpu,26,7.0,13.5,-6.5,False
F,<25,hrpu,25,6.5,13.2,-6.699999999999999,False
F,<25,hrpu,24,6.0,12.9,-6.9,False
F,<25,hrpu,23,5.5,12.6,-7.1,False
F,<25,hrpu,22,5.0,12.3,-7.300000000000001,False
F,<25,hrpu,21,4.5,12.0,-7.5,False
F,<25,hrpu,20,4.0,11.7,-7.699999999999999,False
F,<25,hrpu,19,3.5,11.4,-7.9,False
F,<25,hrpu,18,3.0,11.1,-8.1,False
F,<25,hrpu,17,2.5,10.8,-8.3,True
F,<25,situps,54,15.0,15.0,0.0,False
F,<25,situps,53,14.5,14.8,-0.3000000000000007,False
F,<25,situps,52,14.0,14.6,-0.5999999999999996,False
F,<25,situps,51,13.5,14.3,-0.8000000000000007,False
F,<25,situps,50,13.0,14.1,-1.0999999999999996,False
F,<25,situps,49,12.5,13.5,-1.0,False
F,<25,situps,48,12.0,13.4,-1.4000000000000004,False
F,<25,situps,47,11.5,13.2,-1.6999999999999993,False
F,<25,situps,46,11.0,12.9,-1.9000000000000004,False
F,<25,situps,45,10.5,12.8,-2.3000000000000007,False
F,<25,situps,44,10.0,12.0,-2.0,False
F,<25,situps,43,9.5,11.7,-2.1999999999999993,False
F,<25,situps,42,9.0,11.3,-2.3000000000000007,False
F,<25,situps,41,8.5,10.5,-2.0,False
F,<25,situps,40,8.0,10.2,-2.1999999999999993,False
F,<25,situps,39,7.5,9.8,-2.3000000000000007,False
F,<25,situps,38,7.0,9.0,-2.0,False
F,<25,situps,37,6.5,6.8,-0.2999999999999998,False
F,<25,situps,36,6.0,4.5,1.5,False
F,<25,situps,35,5.5,2.3,3.2,False
F,<25,situps,34,5.0,2.3,2.7,False
F,<25,situps,33,4.5,2.3,2.2,False
F,<25,situps,32,4.0,2.3,1.7000000000000002,False
F,<25,situps,31,3.5,2.3,1.2000000000000002,False
F,<25,situps,30,3.0,2.3,0.7000000000000002,False
F,<25,situps,29,2.5,2.3,0.20000000000000018,True
F,<25,clrc,58,15.0,15.0,0.0,False
F,<25,clrc,57,14.5,15.0,-0.5,False
F,<25,clrc,56,14.0,15.0,-1.0,False
F,<25,clrc,55,13.5,15.0,-1.5,False
F,<25,clrc,54,13.0,15.0,-2.0,False
F,<25,clrc,53,12.5,15.0,-2.5,False
F,<25,clrc,52,12.0,15.0,-3.0,False
F,<25,clrc,51,11.5,15.0,-3.5,False
F,<25,clrc,50,11.0,15.0,-4.0,False
F,<25,clrc,49,10.5,15.0,-4.5,False
F,<25,clrc,48,10.0,15.0,-5.0,False
F,<25,clrc,47,9.5,15.0,-5.5,False
F,<25,clrc,46,9.0,14.8,-5.800000000000001,False
F,<25,clrc,45,8.5,14.6,-6.1,False
F,<25,clrc,44,8.0,14.4,-6.4,False
F,<25,clrc,43,7.5,14.2,-6.699999999999999,False
F,<25,clrc,42,7.0,14.0,-7.0,False
F,<25,clrc,41,6.5,13.7,-7.199999999999999,False
F,<25,clrc,40,6.0,13.6,-7.6,False
F,<25,clrc,39,5.5,13.4,-7.9,False
F,<25,clrc,38,5.0,13.1,-8.1,False
F,<25,clrc,37,4.5,12.9,-8.4,False
F,<25,clrc,36,4.0,12.7,-8.7,False
F,<25,clrc,35,3.5,12.5,-9.0,False
F,<25,clrc,34,3.0,12.3,-9.3,False
F,<25,clrc,33,2.5,12.1,-9.6,True
F,<25,plank,215,15.0,15.0,0.0,False
F,<25,plank,210,14.5,15.0,-0.5,False
F,<25,plank,205,14.0,14.3,-0.3000000000000007,False
F,<25,plank,200,13.5,14.0,-0.5,False
F,<25,plank,195,13.0,13.9,-0.9000000000000004,False
F,<25,plank,190,12.5,13.7,-1.1999999999999993,False
F,<25,plank,185,12.0,13.7,-1.6999999999999993,False
F,<25,plank,180,11.5,11.9,-0.40000000000000036,False
F,<25,plank,175,11.0,11.9,-0.9000000000000004,False
F,<25,plank,170,10.5,11.9,-1.4000000000000004,False
F,<25,plank,165,10.0,11.9,-1.9000000000000004,False
F,<25,plank,160,9.5,11.4,-1.9000000000000004,False
F,<25,plank,155,9.0,11.4,-2.4000000000000004,False
F,<25,plank,150,8.5,11.4,-2.9000000000000004,False
F,<25,plank,145,8.0,11.4,-3.4000000000000004,False
F,<25,plank,140,7.5,10.8,-3.3000000000000007,False
F,<25,plank,135,7.0,10.8,-3.8000000000000007,False
F,<25,plank,130,6.5,10.8,-4.300000000000001,False
F,<25,plank,125,6.0,10.8,-4.800000000000001,False
F,<25,plank,120,5.5,9.1,-3.5999999999999996,False
F,<25,plank,115,5.0,9.1,-4.1,False
F,<25,plank,110,4.5,9.1,-4.6,False
F,<25,plank,105,4.0,9.1,-5.1,False
F,<25,plank,100,3.5,8.5,-5.0,False
F,<25,plank,95,3.0,8.5,-5.5,False
F,<25,plank,90,2.5,8.5,-6.0,True
F,25-29,run,955,50.0,49.4,0.6000000000000014,False
F,25-29,run,984,49.5,47.5,2.0,False
F,25-29,run,1014,49.0,46.9,2.1000000000000014,False
F,25-29,run,1043,48.0,45.6,2.3999999999999986,False
F,25-29,run,1072,47.0,43.9,3.1000000000000014,False
F,25-29,run,1101,46.0,43.9,2.1000000000000014,False
F,25-29,run,1131,45.0,42.9,2.1000000000000014,False
F,25-29,run,1160,44.0,40.7,3.299999999999997,False
F,25-29,run,1189,43.0,39.6,3.3999999999999986,False
F,25-29,run,1218,42.0,37.5,4.5,False
F,25-29,run,1248,41.0,35.5,5.5,False
F,25-29,run,1277,40.0,34.0,6.0,False
F,25-29,run,1306,39.0,32.5,6.5,False
F,25-29,run,1335,38.5,31.0,7.5,False
F,25-29,run,1365,38.0,29.5,8.5,False
F,25-29,run,1394,37.5,29.5,8.0,False
F,25-29,run,1423,37.0,29.5,7.5,False
F,25-29,run,1452,36.5,29.5,7.0,False
F,25-29,run,1482,36.0,29.5,6.5,False
F,25-29,run,1511,35.5,29.5,6.0,False
F,25-29,run,1540,35.0,29.5,5.5,True
F,25-29,hamr,65,50.0,47.5,2.5,False
F,25-29,hamr,62,49.5,46.9,2.6000000000000014,False
F,25-29,hamr,58,49.0,45.6,3.3999999999999986,False
F,25-29,hamr,55,48.0,45.0,3.0,False
F,25-29,hamr,52,47.0,43.9,3.1000000000000014,False
F,25-29,hamr,50,46.0,42.9,3.1000000000000014,False
F,25-29,hamr,47,45.0,41.8,3.200000000000003,False
F,25-29,hamr,44,44.0,40.7,3.299999999999997,False
F,25-29,hamr,42,43.0,40.7,2.299999999999997,False
F,25-29,hamr,40,42.0,39.6,2.3999999999999986,False
F,25-29,hamr,38,41.0,38.6,2.3999999999999986,False
F,25-29,hamr,36,40.0,38.6,1.3999999999999986,False
F,25-29,hamr,34,39.0,37.5,1.5,False
F,25-29,hamr,32,38.5,35.5,3.0,False
F,25-29,hamr,30,38.0,35.5,2.5,False
F,25-29,hamr,28,37.5,34.0,3.5,False
F,25-29,hamr,26,37.0,32.5,4.5,False
F,25-29,hamr,25,36.5,31.0,5.5,False
F,25-29,hamr,23,36.0,29.5,6.5,False
F,25-29,hamr,22,35.5,29.5,6.0,False
F,25-29,hamr,20,35.0,29.5,5.5,True
F,25-29,pushups,47,15.0,15.0,0.0,False
F,25-29,pushups,46,14.5,14.9,-0.40000000000000036,False
F,25-29,pushups,44,14.0,14.6,-0.5999999999999996,False
F,25-29,pushups,43,13.5,14.4,-0.9000000000000004,False
F,25-29,pushups,42,13.0,14.3,-1.3000000000000007,False
F,25-29,pushups,40,12.5,14.0,-1.5,False
F,25-29,pushups,39,12.0,13.8,-1.8000000000000007,False
F,25-29,pushups,38,11.5,13.7,-2.1999999999999993,False
F,25-29,pushups,36,11.0,13.4,-2.4000000000000004,False
F,25-29,pushups,35,10.5,13.2,-2.6999999999999993,False
F,25-29,pushups,34,10.0,12.9,-2.9000000000000004,False
F,25-29,pushups,32,9.5,12.6,-3.0999999999999996,False
F,25-29,pushups,31,9.0,12.5,-3.5,False
F,25-29,pushups,30,8.5,12.3,-3.8000000000000007,False
F,25-29,pushups,29,8.0,12.2,-4.199999999999999,False
F,25-29,pushups,27,7.5,11.3,-3.8000000000000007,False
F,25-29,pushups,26,7.0,11.0,-4.0,False
F,25-29,pushups,25,6.5,10.8,-4.300000000000001,False
F,25-29,pushups,23,6.0,9.8,-3.8000000000000007,False
F,25-29,pushups,22,5.5,9.5,-4.0,False
F,25-29,pushups,21,5.0,9.0,-4.0,False
F,25-29,pushups,19,4.5,8.3,-3.8000000000000007,False
F,25-29,pushups,18,4.0,8.0,-4.0,False
F,25-29,pushups,17,3.5,7.5,-4.0,False
F,25-29,pushups,15,3.0,3.0,0.0,False
F,25-29,pushups,14,2.5,0.8,1.7,True
F,25-29,hrpu,40,15.0,15.0,0.0,False
F,25-29,hrpu,39,14.5,15.0,-0.5,False
F,25-29,hrpu,38,14.0,15.0,-1.0,False
F,25-29,hrpu,37,13.5,15.0,-1.5,False
F,25-29,hrpu,36,13.0,15.0,-2.0,False
F,25-29,hrpu,35,12.5,15.0,-2.5,False
F,25-29,hrpu,34,12.0,15.0,-3.0,False
F,25-29,hrpu,33,11.5,15.0,-3.5,False
F,25-29,hrpu,32,11.0,15.0,-4.0,False
F,25-29,hrpu,31,10.5,15.0,-4.5,False
F,25-29,hrpu,30,10.0,14.7,-4.699999999999999,False
F,25-29,hrpu,29,9.5,14.4,-4.9,False
F,25-29,hrpu,28,9.0,14.1,-5.1,False
F,25-29,hrpu,27,8.5,13.8,-5.300000000000001,False
F,25-29,hrpu,26,8.0,13.5,-5.5,False
F,25-29,hrpu,25,7.5,13.2,-5.699999999999999,False
F,25-29,hrpu,24,7.0,12.9,-5.9,False
F,25-29,hrpu,23,6.5,12.6,-6.1,False
F,25-29,hrpu,22,6.0,12.3,-6.300000000000001,False
F,25-29,hrpu,21,5.5,12.0,-6.5,False
F,25-29,hrpu,20,5.0,11.7,-6.699999999999999,False
F,25-29,hrpu,19,4.5,11.4,-6.9,False
F,25-29,hrpu,18,4.0,11.1,-7.1,False
F,25-29,hrpu,17,3.5,10.8,-7.300000000000001,False
F,25-29,hrpu,16,3.0,10.5,-7.5,False
F,25-29,hrpu,15,2.5,10.2,-7.699999999999999,True
F,25-29,situps,50,15.0,15.0,0.0,False
F,25-29,situps,49,14.5,14.6,-0.09999999999999964,False
F,25-29,situps,48,14.0,14.3,-0.3000000000000007,False
F,25-29,situps,47,13.5,14.1,-0.5999999999999996,False
F,25-29,situps,46,13.0,13.5,-0.5,False
F,25-29,situps,45,12.5,13.4,-0.9000000000000004,False
F,25-29,situps,44,12.0,12.9,-0.9000000000000004,False
F,25-29,situps,43,11.5,12.8,-1.3000000000000007,False
F,25-29,situps,42,11.0,12.0,-1.0,False
F,25-29,situps,41,10.5,11.7,-1.1999999999999993,False
F,25-29,situps,40,10.0,11.3,-1.3000000000000007,False
F,25-29,situps,39,9.5,11.0,-1.5,False
F,25-29,situps,38,9.0,10.5,-1.5,False
F,25-29,situps,37,8.5,10.2,-1.6999999999999993,False
F,25-29,situps,36,8.0,9.8,-1.8000000000000007,False
F,25-29,situps,35,7.5,9.5,-2.0,False
F,25-29,situps,34,7.0,9.0,-2.0,False
F,25-29,situps,33,6.5,6.8,-0.2999999999999998,False
F,25-29,situps,32,6.0,4.5,1.5,False
F,25-29,situps,31,5.5,2.3,3.2,False
F,25-29,situps,30,5.0,2.3,2.7,False
F,25-29,situps,29,4.5,2.3,2.2,False
F,25-29,situps,28,4.0,2.3,1.7000000000000002,False
F,25-29,situps,27,3.5,2.3,1.2000000000000002,False
F,25-29,situps,26,3.0,2.3,0.7000000000000002,False
F,25-29,situps,25,2.5,2.3,0.20000000000000018,True
F,25-29,clrc,56,15.0,15.0,0.0,False
F,25-29,clrc,55,14.5,15.0,-0.5,False
F,25-29,clrc,54,14.0,15.0,-1.0,False
F,25-29,clrc,53,13.5,15.0,-1.5,False
F,25-29,clrc,52,13.0,15.0,-2.0,False
F,25-29,clrc,51,12.5,15.0,-2.5,False
F,25-29,clrc,50,12.0,15.0,-3.0,False
F,25-29,clrc,49,11.5,15.0,-3.5,False
F,25-29,clrc,48,11.0,15.0,-4.0,False
F,25-29,clrc,47,10.5,15.0,-4.5,False
F,25-29,clrc,46,10.0,15.0,-5.0,False
F,25-29,clrc,45,9.5,15.0,-5.5,False
F,25-29,clrc,44,9.0,14.8,-5.800000000000001,False
F,25-29,clrc,43,8.5,14.6,-6.1,False
F,25-29,clrc,42,8.0,14.4,-6.4,False
F,25-29,clrc,41,7.5,14.2,-6.699999999999999,False
F,25-29,clrc,40,7.0,14.0,-7.0,False
F,25-29,clrc,39,6.5,13.7,-7.199999999999999,False
F,25-29,clrc,38,6.0,13.6,-7.6,False
F,25-29,clrc,37,5.5,13.4,-7.9,False
F,25-29,clrc,36,5.0,13.1,-8.1,False
F,25-29,clrc,35,4.5,12.9,-8.4,False
F,25-29,clrc,34,4.0,12.7,-8.7,False
F,25-29,clrc,33,3.5,12.5,-9.0,False
F,25-29,clrc,32,3.0,12.3,-9.3,False
F,25-29,clrc,31,2.5,12.1,-9.6,True
F,25-29,plank,210,15.0,15.0,0.0,False
F,25-29,plank,205,14.5,15.0,-0.5,False
F,25-29,plank,200,14.0,14.9,-0.9000000000000004,False
F,25-29,plank,195,13.5,14.7,-1.1999999999999993,False
F,25-29,plank,190,13.0,14.5,-1.5,False
F,25-29,plank,185,12.5,14.3,-1.8000000000000007,False
F,25-29,plank,180,12.0,14.3,-2.3000000000000007,False
F,25-29,plank,175,11.5,12.7,-1.1999999999999993,False
F,25-29,plank,170,11.0,12.7,-1.6999999999999993,False
F,25-29,plank,165,10.5,12.7,-2.1999999999999993,False
F,25-29,plank,160,10.0,12.7,-2.6999999999999993,False
F,25-29,plank,155,9.5,12.2,-2.6999999999999993,False
F,25-29,plank,150,9.0,12.2,-3.1999999999999993,False
F,25-29,plank,145,8.5,12.2,-3.6999999999999993,False
F,25-29,plank,140,8.0,12.2,-4.199999999999999,False
F,25-29,plank,135,7.5,11.6,-4.1,False
F,25-29,plank,130,7.0,11.6,-4.6,False
F,25-29,plank,125,6.5,11.6,-5.1,False
F,25-29,plank,120,6.0,11.6,-5.6,False
F,25-29,plank,115,5.5,10.0,-4.5,False
F,25-29,plank,110,5.0,10.0,-5.0,False
F,25-29,plank,105,4.5,10.0,-5.5,False
F,25-29,plank,100,4.0,10.0,-6.0,False
F,25-29,plank,95,3.5,9.4,-5.9,False
F,25-29,plank,90,3.0,9.4,-6.4,False
F,25-29,plank,85,2.5,9.4,-6.9,True
F,30-34,run,970,50.0,49.4,0.6000000000000014,False
F,30-34,run,1000,49.5,48.8,0.7000000000000028,False
F,30-34,run,1031,49.0,47.5,1.5,False
F,30-34,run,1061,48.0,46.9,1.1000000000000014,False
F,30-34,run,1091,47.0,45.0,2.0,False
F,30-34,run,1121,46.0,43.9,2.1000000000000014,False
F,30-34,run,1152,45.0,41.8,3.200000000000003,False
F,30-34,run,1182,44.0,40.7,3.299999999999997,False
F,30-34,run,1212,43.0,38.6,4.399999999999999,False
F,30-34,run,1242,42.0,35.5,6.5,False
F,30-34,run,1273,41.0,34.0,7.0,False
F,30-34,run,1303,40.0,32.5,7.5,False
F,30-34,run,1333,39.0,31.0,8.0,False
F,30-34,run,1363,38.5,29.5,9.0,False
F,30-34,run,1394,38.0,29.5,8.5,False
F,30-34,run,1424,37.5,29.5,8.0,False
F,30-34,run,1454,37.0,29.5,7.5,False
F,30-34,run,1484,36.5,29.5,7.0,False
F,30-34,run,1515,36.0,29.5,6.5,False
F,30-34,run,1545,35.5,29.5,6.0,False
F,30-34,run,1575,35.0,29.5,5.5,True
F,30-34,hamr,63,50.0,47.5,2.5,False
F,30-34,hamr,60,49.5,46.9,2.6000000000000014,False
F,30-34,hamr,57,49.0,46.3,2.700000000000003,False
F,30-34,hamr,53,48.0,45.0,3.0,False
F,30-34,hamr,51,47.0,45.0,2.0,False
F,30-34,hamr,48,46.0,43.9,2.1000000000000014,False
F,30-34,hamr,45,45.0,42.9,2.1000000000000014,False
F,30-34,hamr,43,44.0,41.8,2.200000000000003,False
F,30-34,hamr,40,43.0,40.7,2.299999999999997,False
F,30-34,hamr,38,42.0,39.6,2.3999999999999986,False
F,30-34,hamr,36,41.0,39.6,1.3999999999999986,False
F,30-34,hamr,34,40.0,38.6,1.3999999999999986,False
F,30-34,hamr,32,39.0,37.5,1.5,False
F,30-34,hamr,30,38.5,37.5,1.0,False
F,30-34,hamr,28,38.0,35.5,2.5,False
F,30-34,hamr,26,37.5,34.0,3.5,False
F,30-34,hamr,25,37.0,34.0,3.0,False
F,30-34,hamr,23,36.5,32.5,4.0,False
F,30-34,hamr,22,36.0,31.0,5.0,False
F,30-34,hamr,20,35.5,29.5,6.0,False
F,30-34,hamr,19,35.0,29.5,5.5,True
F,30-34,pushups,44,15.0,14.8,0.1999999999999993,False
F,30-34,pushups,42,14.5,14.6,-0.09999999999999964,False
F,30-34,pushups,41,14.0,14.4,-0.40000000000000036,False
F,30-34,pushups,40,13.5,14.3,-0.8000000000000007,False
F,30-34,pushups,39,13.0,14.1,-1.0999999999999996,False
F,30-34,pushups,37,12.5,13.9,-1.4000000000000004,False
F,30-34,pushups,36,12.0,13.8,-1.8000000000000007,False
F,30-34,pushups,35,11.5,13.7,-2.1999999999999993,False
F,30-34,pushups,34,11.0,13.6,-2.5999999999999996,False
F,30-34,pushups,32,10.5,13.4,-2.9000000000000004,False
F,30-34,pushups,31,10.0,13.3,-3.3000000000000007,False
F,30-34,pushups,30,9.5,13.2,-3.6999999999999993,False
F,30-34,pushups,29,9.0,13.1,-4.1,False
F,30-34,pushups,27,8.5,12.9,-4.4,False
F,30-34,pushups,26,8.0,12.8,-4.800000000000001,False
F,30-34,pushups,25,7.5,12.5,-5.0,False
F,30-34,pushups,24,7.0,12.3,-5.300000000000001,False
F,30-34,pushups,22,6.5,11.9,-5.4,False
F,30-34,pushups,21,6.0,11.7,-5.699999999999999,False
F,30-34,pushups,20,5.5,11.4,-5.9,False
F,30-34,pushups,19,5.0,11.3,-6.300000000000001,False
F,30-34,pushups,17,4.5,10.2,-5.699999999999999,False
F,30-34,pushups,16,4.0,9.8,-5.800000000000001,False
F,30-34,pushups,15,3.5,9.0,-5.5,False
F,30-34,pushups,14,3.0,7.5,-4.5,False
F,30-34,pushups,12,2.5,3.0,-0.5,True
F,30-34,hrpu,38,15.0,15.0,0.0,False
F,30-34,hrpu,37,14.5,15.0,-0.5,False
F,30-34,hrpu,36,14.0,15.0,-1.0,False
F,30-34,hrpu,35,13.5,15.0,-1.5,False
F,30-34,hrpu,34,13.0,15.0,-2.0,False
F,30-34,hrpu,33,12.5,15.0,-2.5,False
F,30-34,hrpu,32,12.0,15.0,-3.0,False
F,30-34,hrpu,31,11.5,15.0,-3.5,False
F,30-34,hrpu,30,11.0,14.7,-3.6999999999999993,False
F,30-34,hrpu,29,10.5,14.4,-3.9000000000000004,False
F,30-34,hrpu,28,10.0,14.1,-4.1,False
F,30-34,hrpu,27,9.5,13.8,-4.300000000000001,False
F,30-34,hrpu,26,9.0,13.5,-4.5,False
F,30-34,hrpu,25,8.5,13.2,-4.699999999999999,False
F,30-34,hrpu,24,8.0,12.9,-4.9,False
F,30-34,hrpu,23,7.5,12.6,-5.1,False
F,30-34,hrpu,22,7.0,12.3,-5.300000000000001,False
F,30-34,hrpu,21,6.5,12.0,-5.5,False
F,30-34,hrpu,20,6.0,11.7,-5.699999999999999,False
F,30-34,hrpu,19,5.5,11.4,-5.9,False
F,30-34,hrpu,18,5.0,11.1,-6.1,False
F,30-34,hrpu,17,4.5,10.8,-6.300000000000001,False
F,30-34,hrpu,16,4.0,10.5,-6.5,False
F,30-34,hrpu,15,3.5,10.2,-6.699999999999999,False
F,30-34,hrpu,14,3.0,9.9,-6.9,False
F,30-34,hrpu,13,2.5,9.6,-7.1,True
F,30-34,situps,45,15.0,15.0,0.0,False
F,30-34,situps,44,14.5,14.8,-0.3000000000000007,False
